id,price,qty,quote_qty,time,is_buyer_maker
1041287,114305.7,0.013,1485.9741,1758593823258,false
1041288,114305.8,0.011,1257.3638,1758593823258,false
1041289,114307.2,0.013,1485.9936,1758593823258,false
1041290,114307.3,0.014,1600.3022,1758593823258,false
1041291,114307.4,0.096,10973.5104,1758593823258,false
1041292,114308.3,0.011,1257.3913,1758593823258,false
1041293,114308.4,0.009,1028.7756,1758593823258,false
1041294,114309.3,0.011,1257.4023,1758593823258,false
1041295,114312.1,0.011,1257.4331,1758593823258,false
1041296,114312.4,0.01,1143.124,1758593823258,false
1041297,114313.3,0.011,1257.4463,1758593823258,false
1041298,114313.6,0.008,914.5088,1758593823258,false
1041299,114314.6,0.044,5029.8424,1758593823258,false
1041300,114314.8,0.001,114.3148,1758593823258,false
1041301,114316.6,0.012,1371.7992,1758593823258,false
1041302,114317.9,0.011,1257.4969,1758593823258,false
1041303,114320.3,0.011,1257.5233,1758593823258,false
1041304,114322.8,0.011,1257.5508,1758593823258,false
1041305,114325.5,0.012,1371.906,1758593823258,false
1041306,114325.6,0.011,1257.5816,1758593823258,false
1041307,114325.6,0.011,1257.5816,1758593823258,false
1041308,114326.0,0.044,5030.344,1758593823258,false
1041309,114326.3,0.001,114.3263,1758593823258,false
1041310,114328.1,0.012,1371.9372,1758593823258,false
1041311,114328.2,0.096,10975.5072,1758593823258,false
1041312,114330.1,0.012,1371.9612,1758593823258,false
1041313,114337.8,0.001,114.3378,1758593823258,false
1041314,114338.2,0.007,800.3674,1758593823258,false
1041315,114338.3,0.044,5030.8852,1758593823258,false
1041316,114346.2,0.008,914.7696,1758593823258,false
