agg_trade_id,price,quantity,first_trade_id,last_trade_id,transact_time,is_buyer_maker
1257179,114955.2,20.0,2187377,2187378,1758634814141,false
1257180,114907.3,1.0,2187379,2187379,1758634834213,true
1257181,114874.4,68.0,2187380,2187382,1758634849963,true
1257182,114836.2,84.0,2187383,2187385,1758634861591,false
1257183,114800.0,51.0,2187386,2187388,1758634894290,true
1257184,114796.8,20.0,2187389,2187389,1758634921486,false
1257185,114805.9,75.0,2187390,2187391,1758634959506,true
1257186,114751.3,36.0,2187392,2187392,1758634968090,true
1257187,114750.0,7.0,2187393,2187395,1758634968609,true
1257188,114742.4,5.0,2187396,2187396,1758634972387,true
1257189,114741.3,186.0,2187397,2187397,1758634972389,true
1257190,114723.6,21.0,2187398,2187399,1758634977284,false
1257191,114743.2,29.0,2187400,2187400,1758634978391,true
1257192,114742.3,21.0,2187401,2187402,1758634983934,false
1257193,114733.6,62.0,2187403,2187403,1758634998329,true
1257194,114723.5,1.0,2187404,2187404,1758635002275,true
1257195,114700.1,20.0,2187405,2187407,1758635011127,false
1257196,114700.1,21.0,2187408,2187409,1758635039833,false
1257197,114702.1,56.0,2187410,2187410,1758635039833,false
1257198,114764.5,103.0,2187411,2187413,1758635074974,false
1257199,114769.6,15.0,2187414,2187414,1758635074974,false
1257200,114751.2,8.0,2187415,2187418,1758635084116,true
1257201,114736.6,15.0,2187419,2187419,1758635085534,true
1257202,114736.7,21.0,2187420,2187421,1758635090199,false
1257203,114748.2,121.0,2187422,2187426,1758635094042,false
1257204,114771.2,20.0,2187427,2187427,1758635100119,false
1257205,114782.7,1.0,2187428,2187428,1758635100128,false
1257206,114794.1,1.0,2187429,2187429,1758635100147,false
1257207,114794.2,1.0,2187430,2187430,1758635100147,false
1257208,114805.7,1.0,2187431,2187431,1758635100147,false
1257209,114808.9,31.0,2187432,2187432,1758635100147,false
1257210,114809.0,17.0,2187433,2187433,1758635100147,false
1257211,114789.7,20.0,2187434,2187435,1758635104792,false
1257212,114718.3,1.0,2187436,2187436,1758635140467,true
1257213,114718.3,49.0,2187437,2187437,1758635141476,true
1257214,114715.3,250.0,2187438,2187438,1758635141476,true
1257215,114700.1,17.0,2187439,2187445,1758635157641,false
1257216,114700.1,45.0,2187446,2187448,1758635158731,false
1257217,114713.7,21.0,2187449,2187450,1758635160318,false
1257218,114725.2,21.0,2187451,2187452,1758635163086,false
1257219,114794.0,20.0,2187453,2187453,1758635172258,true
1257220,114794.0,20.0,2187454,2187454,1758635172580,true
1257221,114794.0,20.0,2187455,2187455,1758635172910,true
1257222,114794.0,20.0,2187456,2187456,1758635173237,true
1257223,114794.0,20.0,2187457,2187457,1758635173526,true
1257224,114794.0,20.0,2187458,2187458,1758635173795,true
1257225,114794.0,20.0,2187459,2187459,1758635174129,true
1257226,114794.0,20.0,2187460,2187460,1758635174505,true
1257227,114783.8,80.0,2187461,2187462,1758635179932,false
1257228,114787.4,20.0,2187463,2187465,1758635185046,true
1257229,114787.2,18.0,2187466,2187467,1758635185049,true
1257230,114783.4,20.0,2187468,2187468,1758635190841,false
1257231,114811.6,71.0,2187469,2187470,1758635192071,false
1257232,114818.6,1.0,2187471,2187471,1758635203378,true
1257233,114778.2,19.0,2187472,2187472,1758635220454,false
1257234,114767.2,43.0,2187473,2187475,1758635225365,false
1257235,114782.7,21.0,2187476,2187477,1758635225919,false
1257236,114817.2,1.0,2187478,2187478,1758635249027,false
1257237,114840.2,20.0,2187479,2187479,1758635251278,false
1257238,114851.5,20.0,2187480,2187482,1758635255399,false
1257239,114871.7,20.0,2187483,2187486,1758635260340,false
1257240,114864.9,15.0,2187487,2187489,1758635276376,true
1257241,114813.2,20.0,2187490,2187492,1758635295980,false
1257242,114851.7,75.0,2187493,2187494,1758635302747,false
1257243,114872.4,16.0,2187495,2187496,1758635307419,true
1257244,114828.7,20.0,2187497,2187497,1758635323568,false
1257245,114834.6,1.0,2187498,2187498,1758635332477,false
1257246,114840.2,20.0,2187499,2187500,1758635342488,false
1257247,114863.1,1.0,2187501,2187501,1758635349318,true
1257248,114822.2,11.0,2187502,2187503,1758635370087,true
1257249,114843.8,1.0,2187504,2187504,1758635386981,false
1257250,114843.7,7.0,2187505,2187506,1758635393856,true
1257251,114801.4,22.0,2187507,2187508,1758635403341,false
1257252,114828.6,2.0,2187509,2187509,1758635407725,true
1257253,114814.4,21.0,2187510,2187512,1758635416964,false
1257254,114840.2,1.0,2187513,2187513,1758635416984,false
1257255,114842.1,15.0,2187514,2187514,1758635416984,false
1257256,114842.0,2.0,2187515,2187515,1758635425715,true
1257257,114736.6,21.0,2187516,2187517,1758635446248,false
1257258,114759.5,22.0,2187518,2187521,1758635459284,false
1257259,114782.7,1.0,2187522,2187522,1758635459357,false
1257260,114794.1,1.0,2187523,2187523,1758635459357,false
1257261,114794.2,1.0,2187524,2187524,1758635459357,false
1257262,114801.1,25.0,2187525,2187525,1758635459357,false
1257263,114805.7,23.0,2187526,2187527,1758635459357,false
1257264,114805.6,2.0,2187528,2187529,1758635471226,true
1257265,114789.2,21.0,2187530,2187533,1758635473309,false
1257266,114828.6,20.0,2187534,2187536,1758635496368,false
1257267,114851.4,1.0,2187537,2187537,1758635505336,true
1257268,114837.0,1.0,2187538,2187538,1758635511191,true
1257269,114807.9,21.0,2187539,2187541,1758635513487,false
1257270,114828.7,1.0,2187542,2187542,1758635513530,false
1257271,114835.7,1.0,2187543,2187543,1758635513530,false
1257272,114840.2,1.0,2187544,2187544,1758635513530,false
1257273,114848.6,25.0,2187545,2187545,1758635513530,false
1257274,114851.7,1.0,2187546,2187546,1758635513530,false
1257275,114867.8,1.0,2187547,2187547,1758635538373,true
1257276,114857.9,21.0,2187548,2187549,1758635543410,false
1257277,114897.6,1.0,2187550,2187550,1758635555041,true
1257278,114874.7,21.0,2187551,2187552,1758635562105,false
1257279,114886.2,20.0,2187553,2187553,1758635571614,false
1257280,114897.6,1.0,2187554,2187554,1758635585867,true
1257281,114865.7,21.0,2187555,2187556,1758635592262,false
1257282,114886.0,1.0,2187557,2187557,1758635595420,true
1257283,114866.4,1.0,2187558,2187558,1758635600539,false
1257284,114869.4,1.0,2187559,2187559,1758635631657,true
1257285,114840.1,6.0,2187560,2187562,1758635645071,true
1257286,114815.0,21.0,2187563,2187564,1758635656191,false
1257287,114834.0,1.0,2187565,2187565,1758635664337,false
1257288,114851.6,1.0,2187566,2187566,1758635670947,true
1257289,114812.7,1.0,2187567,2187567,1758635677819,true
1257290,114749.8,21.0,2187568,2187569,1758635689454,false
1257291,114781.8,74.0,2187570,2187572,1758635693474,false
1257292,114781.8,1.0,2187573,2187573,1758635699507,false
1257293,114794.1,1.0,2187574,2187574,1758635708754,true
1257294,114781.8,4.0,2187575,2187577,1758635726521,false
1257295,114805.6,1.0,2187578,2187578,1758635732530,true
1257296,114788.5,21.0,2187579,2187581,1758635737206,false
1257297,114805.6,1.0,2187582,2187582,1758635744620,true
1257298,114781.8,22.0,2187583,2187585,1758635749258,false
1257299,114817.2,21.0,2187586,2187587,1758635773858,false
1257300,114840.2,53.0,2187588,2187590,1758635778472,false
1257301,114840.1,1.0,2187591,2187591,1758635779848,true
1257302,114814.2,21.0,2187592,2187594,1758635783108,false
1257303,114817.8,1.0,2187595,2187595,1758635783118,false
1257304,114840.2,20.0,2187596,2187596,1758635793057,false
1257305,114874.7,21.0,2187597,2187598,1758635801564,false
1257306,114876.2,63.0,2187599,2187600,1758635801860,false
1257307,114880.7,15.0,2187601,2187601,1758635802369,false
1257308,114897.6,1.0,2187602,2187602,1758635804936,true
1257309,114881.5,1.0,2187603,2187603,1758635812363,true
1257310,114861.2,2.0,2187604,2187605,1758635819091,false
1257311,114897.6,1.0,2187606,2187606,1758635847724,true
1257312,114875.4,1.0,2187607,2187607,1758635850799,false
1257313,114896.4,20.0,2187608,2187608,1758635858155,false
1257314,114932.1,58.0,2187609,2187610,1758635870237,false
1257315,114942.0,77.0,2187611,2187611,1758635870255,false
1257316,114941.9,23.0,2187612,2187614,1758635877673,true
1257317,114921.8,1.0,2187615,2187615,1758635884456,true
1257318,114898.9,22.0,2187616,2187618,1758635885934,false
1257319,114916.8,319.0,2187619,2187620,1758635911565,true
1257320,114896.3,1.0,2187621,2187621,1758635920469,true
1257321,114875.9,21.0,2187622,2187623,1758635928418,false
1257322,114897.7,1.0,2187624,2187624,1758635930255,false
1257323,114897.7,21.0,2187625,2187629,1758635935719,false
1257324,114932.1,1.0,2187630,2187630,1758635952342,true
1257325,114909.4,1.0,2187631,2187631,1758635953288,false
1257326,114941.9,1.0,2187632,2187632,1758635958077,true
1257327,114920.3,2.0,2187633,2187634,1758635988698,true
1257328,114886.6,6.0,2187635,2187635,1758636004221,true
1257329,114886.6,50.0,2187636,2187640,1758636004498,true
1257330,114886.6,27.0,2187641,2187643,1758636004926,true
1257331,114886.6,132.0,2187644,2187649,1758636007216,true
1257332,114884.1,18.0,2187650,2187650,1758636007216,true
1257333,114884.0,75.0,2187651,2187651,1758636007216,true
1257334,114883.6,25.0,2187652,2187652,1758636007216,true
1257335,114883.7,13.0,2187653,2187654,1758636041966,true
1257336,114858.2,21.0,2187655,2187658,1758636050287,false
1257337,114864.6,1.0,2187659,2187659,1758636050447,false
1257338,114866.9,64.0,2187660,2187660,1758636050447,false
1257339,114897.6,1.0,2187661,2187661,1758636064885,true
1257340,114872.5,22.0,2187662,2187664,1758636066729,false
1257341,114909.2,20.0,2187665,2187665,1758636071804,false
1257342,114942.0,1.0,2187666,2187666,1758636081099,false
1257343,114942.0,85.0,2187667,2187667,1758636081582,false
1257344,114942.0,102.0,2187668,2187670,1758636090443,false
1257345,114955.2,32.0,2187671,2187673,1758636093748,false
1257346,114978.1,1.0,2187674,2187674,1758636110685,true
1257347,114954.6,21.0,2187675,2187677,1758636128819,false
1257348,114989.6,1.0,2187678,2187678,1758636133983,true
1257349,114976.4,1.0,2187679,2187679,1758636138082,true
1257350,114946.3,21.0,2187680,2187682,1758636140342,false
1257351,114966.7,22.0,2187683,2187685,1758636142610,false
1257352,114978.1,1.0,2187686,2187686,1758636154301,true
1257353,114965.7,1.0,2187687,2187687,1758636162569,true
1257354,114929.3,21.0,2187688,2187692,1758636163217,false
1257355,114929.2,1.0,2187693,2187693,1758636180220,true
1257356,114913.2,22.0,2187694,2187698,1758636181178,false
1257357,114932.2,22.0,2187699,2187702,1758636191771,false
1257358,114943.7,20.0,2187703,2187704,1758636207050,false
1257359,114966.6,1.0,2187705,2187705,1758636212749,true
1257360,114949.7,1.0,2187706,2187706,1758636216227,true
1257361,114940.7,25.0,2187707,2187707,1758636216227,true
1257362,114931.3,18.0,2187708,2187708,1758636216227,true
1257363,114931.4,134.0,2187709,2187714,1758636217147,false
1257364,114935.8,250.0,2187715,2187715,1758636217147,false
1257365,114943.7,1.0,2187716,2187716,1758636217147,false
1257366,114949.7,15.0,2187717,2187717,1758636217147,false
1257367,114949.7,289.0,2187718,2187719,1758636218713,true
1257368,114942.7,1.0,2187720,2187720,1758636218721,true
1257369,114913.1,1.0,2187721,2187721,1758636223276,true
1257370,114884.4,70.0,2187722,2187723,1758636223300,true
1257371,114855.2,1.0,2187724,2187724,1758636224926,false
1257372,114874.7,21.0,2187725,2187726,1758636227953,false
1257373,114897.6,21.0,2187727,2187728,1758636234324,false
1257374,114909.1,1.0,2187729,2187729,1758636243308,true
1257375,114908.4,55.0,2187730,2187730,1758636243308,true
1257376,114889.8,21.0,2187731,2187732,1758636246873,false
1257377,114909.1,20.0,2187733,2187733,1758636248014,false
1257378,114920.6,1.0,2187734,2187734,1758636255699,true
1257379,114906.3,1.0,2187735,2187735,1758636264726,false
1257380,114966.2,1.0,2187736,2187736,1758636290252,true
1257381,114963.5,1.0,2187737,2187737,1758636307878,true
1257382,114934.7,1.0,2187738,2187738,1758636309752,false
1257383,114959.4,1.0,2187739,2187739,1758636310982,false
1257384,114978.2,20.0,2187740,2187742,1758636312035,false
1257385,115000.0,37.0,2187743,2187745,1758636312556,false
1257386,115001.2,1.0,2187746,2187746,1758636312556,false
1257387,115007.4,5.0,2187747,2187747,1758636312556,false
1257388,115012.7,1.0,2187748,2187748,1758636312556,false
1257389,115013.8,25.0,2187749,2187749,1758636312556,false
1257390,115015.9,1.0,2187750,2187750,1758636312556,false
1257391,115020.4,9.0,2187751,2187751,1758636312556,false
1257392,115020.5,27.0,2187752,2187753,1758636312556,false
1257393,115020.4,1.0,2187754,2187754,1758636313095,true
1257394,115006.3,10.0,2187755,2187756,1758636317440,true
1257395,114989.7,21.0,2187757,2187758,1758636321396,false
1257396,115012.7,22.0,2187759,2187761,1758636332248,false
1257397,115023.7,67.0,2187762,2187763,1758636335119,false
1257398,115047.2,30.0,2187764,2187766,1758636335225,false
1257399,115058.7,1.0,2187767,2187767,1758636335243,false
1257400,115068.3,11.0,2187768,2187768,1758636335243,false
1257401,115068.4,12.0,2187769,2187769,1758636335243,false
1257402,115093.1,1.0,2187770,2187770,1758636360355,true
1257403,115070.2,1.0,2187771,2187771,1758636362006,false
1257404,115098.6,21.0,2187772,2187773,1758636367699,false
1257405,115127.7,30.0,2187774,2187775,1758636367732,false
1257406,115128.7,9.0,2187776,2187776,1758636367732,false
1257407,115133.9,12.0,2187777,2187777,1758636367732,false
1257408,115133.8,81.0,2187778,2187781,1758636369135,true
1257409,115132.1,250.0,2187782,2187782,1758636369135,true
1257410,115111.6,1.0,2187783,2187783,1758636369157,true
1257411,115103.9,31.0,2187784,2187784,1758636369169,true
1257412,115100.1,1.0,2187785,2187785,1758636369171,true
1257413,115093.3,81.0,2187786,2187788,1758636369171,true
1257414,115088.6,1.0,2187789,2187789,1758636369195,true
1257415,115065.6,24.0,2187790,2187790,1758636369297,true
1257416,115060.7,11.0,2187791,2187791,1758636369297,true
1257417,115054.1,1.0,2187792,2187792,1758636369297,true
1257418,115047.2,4.0,2187793,2187793,1758636369297,true
1257419,115064.1,1.0,2187794,2187794,1758636372563,true
1257420,115036.9,22.0,2187795,2187797,1758636379315,false
1257421,115058.6,1.0,2187798,2187798,1758636389223,true
1257422,115046.2,32.0,2187799,2187804,1758636400196,true
1257423,114995.4,21.0,2187805,2187806,1758636407541,false
1257424,115012.6,1.0,2187807,2187807,1758636431897,true
1257425,114989.8,22.0,2187808,2187810,1758636433182,false
1257426,115012.6,1.0,2187811,2187811,1758636438967,true
1257427,114986.7,22.0,2187812,2187816,1758636441280,false
1257428,115012.6,1.0,2187817,2187817,1758636442636,true
1257429,114989.5,21.0,2187818,2187819,1758636452426,false
1257430,115012.6,1.0,2187820,2187820,1758636461012,true
1257431,114995.3,2.0,2187821,2187822,1758636472439,false
1257432,114995.3,1.0,2187823,2187823,1758636473457,false
1257433,114995.2,1.0,2187824,2187824,1758636474805,true
1257434,114986.6,1.0,2187825,2187825,1758636478975,true
1257435,114956.0,21.0,2187826,2187829,1758636481276,false
1257436,114978.2,19.0,2187830,2187830,1758636483407,false
1257437,114984.4,21.0,2187831,2187832,1758636496007,false
1257438,115012.6,51.0,2187833,2187833,1758636497294,false
1257439,115035.6,1.0,2187834,2187834,1758636501219,true
1257440,115016.8,2.0,2187835,2187836,1758636518529,false
1257441,115035.7,20.0,2187837,2187837,1758636525827,false
1257442,115058.6,2.0,2187838,2187839,1758636533355,true
1257443,115041.4,21.0,2187840,2187841,1758636549422,false
1257444,115041.8,48.0,2187842,2187842,1758636549425,false
1257445,115104.7,20.0,2187843,2187843,1758636577385,false
1257446,115127.7,47.0,2187844,2187844,1758636578666,false
1257447,115138.4,58.0,2187845,2187849,1758636586064,true
1257448,115116.2,21.0,2187850,2187851,1758636588641,false
1257449,115139.1,21.0,2187852,2187853,1758636597444,false
1257450,115143.1,54.0,2187854,2187855,1758636597480,false
1257451,115143.1,132.0,2187856,2187862,1758636597598,false
1257452,115150.1,1.0,2187863,2187863,1758636597621,false
1257453,115173.6,1.0,2187864,2187864,1758636603868,true
1257454,115156.4,20.0,2187865,2187865,1758636611954,false
1257455,115173.6,1.0,2187866,2187866,1758636616735,true
1257456,115144.8,1.0,2187867,2187867,1758636624663,false
1257457,115171.0,57.0,2187868,2187870,1758636625744,true
1257458,115146.6,1.0,2187871,2187871,1758636626251,true
1257459,115076.0,1.0,2187872,2187872,1758636628145,false
1257460,115101.3,66.0,2187873,2187874,1758636628781,false
1257461,115127.7,20.0,2187875,2187875,1758636635047,false
1257462,115140.4,1.0,2187876,2187876,1758636656780,true
1257463,115117.4,22.0,2187877,2187879,1758636661641,false
1257464,115139.1,1.0,2187880,2187880,1758636672605,false
1257465,115150.7,8.0,2187881,2187881,1758636680486,false
1257466,115156.6,73.0,2187882,2187883,1758636681058,false
1257467,115173.7,62.0,2187884,2187884,1758636682729,false
1257468,115191.4,25.0,2187885,2187885,1758636682735,false
1257469,115200.0,16.0,2187886,2187886,1758636682739,false
1257470,115203.0,25.0,2187887,2187887,1758636682739,false
1257471,115219.7,1.0,2187888,2187888,1758636682784,false
1257472,115231.2,1.0,2187889,2187889,1758636683014,false
1257473,115249.6,6.0,2187890,2187892,1758636691033,false
1257474,115250.0,7.0,2187893,2187894,1758636691034,false
1257475,115226.7,20.0,2187895,2187895,1758636700165,false
1257476,115238.2,25.0,2187896,2187896,1758636704547,true
1257477,115221.0,696.0,2187897,2187909,1758636709219,true
1257478,115151.8,25.0,2187910,2187912,1758636756335,true
1257479,115076.6,20.0,2187913,2187915,1758636766709,false
1257480,115104.6,28.0,2187916,2187916,1758636769504,true
1257481,115088.8,20.0,2187917,2187917,1758636780119,false
1257482,115106.7,20.0,2187918,2187918,1758636783669,false
1257483,115127.7,20.0,2187919,2187920,1758636787014,false
1257484,115088.8,21.0,2187921,2187923,1758636797620,true
1257485,115031.2,20.0,2187924,2187924,1758636823267,false
1257486,115022.1,20.0,2187925,2187925,1758636835144,false
1257487,115002.4,21.0,2187926,2187927,1758636842821,false
1257488,115000.0,1.0,2187928,2187928,1758636879626,true
1257489,115000.0,1.0,2187929,2187929,1758636880054,true
1257490,115000.0,1.0,2187930,2187930,1758636882040,true
1257491,115000.0,1.0,2187931,2187931,1758636882212,true
1257492,115000.1,32.0,2187932,2187934,1758636883904,false
1257493,115012.7,1.0,2187935,2187935,1758636885886,false
1257494,115021.6,21.0,2187936,2187937,1758636887986,false
1257495,115024.2,1.0,2187938,2187938,1758636888081,false
1257496,115035.7,14.0,2187939,2187939,1758636893277,false
1257497,115035.7,7.0,2187940,2187941,1758636895798,false
1257498,115047.2,21.0,2187942,2187943,1758636901905,false
1257499,115055.0,11.0,2187944,2187944,1758636902224,false
1257500,115081.0,1.0,2187945,2187945,1758636902638,true
1257501,115057.8,1.0,2187946,2187946,1758636910149,true
1257502,115025.5,2.0,2187947,2187948,1758636914612,false
1257503,115047.1,1.0,2187949,2187949,1758636917418,true
1257504,115019.1,36.0,2187950,2187950,1758636919367,true
1257505,115000.2,22.0,2187951,2187955,1758636928873,false
1257506,115012.7,21.0,2187956,2187960,1758636930639,false
1257507,115024.1,1.0,2187961,2187961,1758636933680,true
1257508,115000.1,10.0,2187962,2187962,1758636936520,true
1257509,115000.2,69.0,2187963,2187967,1758636966438,false
1257510,115000.9,97.0,2187968,2187968,1758636966438,false
1257511,115001.0,250.0,2187969,2187969,1758636966438,false
1257512,115001.5,97.0,2187970,2187970,1758636966438,false
1257513,115001.6,25.0,2187971,2187971,1758636966438,false
1257514,115008.1,66.0,2187972,2187973,1758636969118,true
1257515,115002.3,1.0,2187974,2187974,1758636969365,true
1257516,115002.3,1.0,2187975,2187975,1758636972331,true
1257517,115002.4,2.0,2187976,2187977,1758636980605,false
1257518,115024.1,13.0,2187978,2187979,1758636989134,true
1257519,115000.0,3.0,2187980,2187980,1758636991695,true
1257520,114968.8,26.0,2187981,2187984,1758637002229,false
1257521,115005.3,21.0,2187985,2187986,1758637011804,false
1257522,115024.1,2.0,2187987,2187987,1758637012585,true
1257523,115005.3,23.0,2187988,2187990,1758637042995,false
1257524,115047.1,2.0,2187991,2187991,1758637046481,true
1257525,115005.2,690.0,2187992,2188001,1758637076931,true
1257526,114967.9,22.0,2188002,2188005,1758637080810,false
1257527,114985.0,1.0,2188006,2188006,1758637083710,true
1257528,114961.8,1.0,2188007,2188007,1758637089355,false
1257529,114976.1,1.0,2188008,2188008,1758637092273,true
1257530,114961.4,64.0,2188009,2188025,1758637107443,false
1257531,114961.4,55.0,2188026,2188032,1758637107554,false
1257532,114961.6,58.0,2188033,2188034,1758637107628,false
1257533,114961.7,7.0,2188035,2188035,1758637107630,false
1257534,114973.4,55.0,2188036,2188037,1758637119015,true
1257535,114961.3,1.0,2188038,2188038,1758637121876,true
1257536,114961.3,62.0,2188039,2188040,1758637122374,true
1257537,114957.2,1.0,2188041,2188041,1758637122374,true
1257538,114954.6,229.0,2188042,2188042,1758637122374,true
1257539,114954.6,326.0,2188043,2188043,1758637127406,true
1257540,114954.6,134.0,2188044,2188044,1758637130428,true
1257541,114942.0,186.0,2188045,2188045,1758637133740,true
1257542,114936.2,60.0,2188046,2188046,1758637133741,true
1257543,114906.4,21.0,2188047,2188051,1758637138658,false
1257544,114920.6,1.0,2188052,2188052,1758637142149,true
1257545,114906.3,22.0,2188053,2188055,1758637146492,false
1257546,114920.5,20.0,2188056,2188060,1758637147763,false
1257547,114965.6,1.0,2188061,2188061,1758637156571,true
1257548,114949.9,21.0,2188062,2188063,1758637159228,false
1257549,114965.6,1.0,2188064,2188064,1758637163888,true
1257550,114950.6,1.0,2188065,2188065,1758637164766,true
1257551,114946.5,26.0,2188066,2188068,1758637164775,true
1257552,114939.5,1.0,2188069,2188069,1758637170804,true
1257553,114907.1,1.0,2188070,2188070,1758637175167,false
1257554,114932.2,4.0,2188071,2188072,1758637188835,false
1257555,114932.2,14.0,2188073,2188074,1758637204517,false
1257556,114966.2,1.0,2188075,2188075,1758637210922,true
1257557,114943.2,1.0,2188076,2188076,1758637214020,true
1257558,114921.4,22.0,2188077,2188082,1758637223299,false
1257559,114938.8,1.0,2188083,2188083,1758637228985,true
1257560,114921.0,21.0,2188084,2188085,1758637237836,false
1257561,114935.7,1.0,2188086,2188086,1758637249445,true
1257562,114911.0,1.0,2188087,2188087,1758637257422,true
1257563,114906.2,5.0,2188088,2188089,1758637257624,true
1257564,114906.2,86.0,2188090,2188094,1758637257765,true
1257565,114878.9,10.0,2188095,2188095,1758637258018,true
1257566,114879.0,21.0,2188096,2188097,1758637271518,false
1257567,114897.6,1.0,2188098,2188098,1758637274529,true
1257568,114874.7,9.0,2188099,2188100,1758637282400,true
1257569,114816.0,3.0,2188101,2188101,1758637307191,true
1257570,114816.1,124.0,2188102,2188105,1758637317473,false
1257571,114840.2,20.0,2188106,2188109,1758637320219,false
1257572,114843.5,1.0,2188110,2188110,1758637320255,false
1257573,114874.6,1.0,2188111,2188111,1758637330641,true
1257574,114852.0,1.0,2188112,2188112,1758637346089,true
1257575,114817.1,1.0,2188113,2188113,1758637348188,false
1257576,114817.1,21.0,2188114,2188115,1758637352921,false
1257577,114840.1,1.0,2188116,2188116,1758637356341,true
1257578,114817.2,21.0,2188117,2188120,1758637363745,false
1257579,114845.2,80.0,2188121,2188123,1758637383610,false
1257580,114863.1,1.0,2188124,2188124,1758637386108,true
1257581,114843.1,24.0,2188125,2188126,1758637393032,true
1257582,114813.6,21.0,2188127,2188128,1758637394996,false
1257583,114840.2,20.0,2188129,2188130,1758637408852,false
1257584,114851.7,20.0,2188131,2188132,1758637414373,false
1257585,114874.5,1.0,2188133,2188133,1758637427530,true
1257586,114851.7,21.0,2188134,2188136,1758637429533,false
1257587,114886.1,1.0,2188137,2188137,1758637444954,true
1257588,114863.1,1.0,2188138,2188138,1758637464400,true
1257589,114813.6,1.0,2188139,2188139,1758637480993,false
1257590,114813.6,20.0,2188140,2188144,1758637505155,false
1257591,114813.5,1.0,2188145,2188145,1758637515990,true
1257592,114800.1,6.0,2188146,2188148,1758637524951,false
1257593,114803.9,76.0,2188149,2188152,1758637527958,false
1257594,114824.6,1.0,2188153,2188153,1758637528722,true
1257595,114803.7,1.0,2188154,2188154,1758637537698,true
1257596,114800.0,17.0,2188155,2188156,1758637537915,true
1257597,114770.3,16.0,2188157,2188159,1758637548171,false
1257598,114794.2,1.0,2188160,2188160,1758637580466,false
1257599,114805.6,1.0,2188161,2188161,1758637584307,true
1257600,114785.9,1.0,2188162,2188162,1758637588039,true
1257601,114761.3,21.0,2188163,2188164,1758637596561,false
1257602,114782.7,21.0,2188165,2188166,1758637624446,false
1257603,114806.9,60.0,2188167,2188167,1758637658194,false
1257604,114828.6,2.0,2188168,2188169,1758637659165,true
1257605,114802.2,53.0,2188170,2188175,1758637663258,false
1257606,114828.6,1.0,2188176,2188176,1758637666917,true
1257607,114809.8,1.0,2188177,2188177,1758637675585,true
1257608,114774.3,84.0,2188178,2188180,1758637707054,false
1257609,114794.2,21.0,2188181,2188182,1758637726276,false
1257610,114811.1,1.0,2188183,2188183,1758637731371,true
1257611,114795.6,71.0,2188184,2188186,1758637756841,false
1257612,114796.0,52.0,2188187,2188190,1758637787807,false
1257613,114813.1,1.0,2188191,2188191,1758637795493,true
1257614,114793.1,1.0,2188192,2188192,1758637813384,true
1257615,114772.3,1.0,2188193,2188193,1758637853531,false
1257616,114772.3,20.0,2188194,2188195,1758637859058,false
1257617,114776.6,1.0,2188196,2188196,1758637859343,false
1257618,114817.1,39.0,2188197,2188199,1758637873826,true
1257619,114793.8,2.0,2188200,2188201,1758637885222,true
1257620,114776.6,20.0,2188202,2188203,1758637903670,false
1257621,114776.6,2.0,2188204,2188205,1758637909819,false
1257622,114799.4,1.0,2188206,2188206,1758637920022,true
1257623,114799.4,1.0,2188207,2188207,1758637920476,true
1257624,114788.9,35.0,2188208,2188210,1758637929975,true
1257625,114788.9,30.0,2188211,2188213,1758637946814,true
1257626,114789.0,22.0,2188214,2188218,1758637949162,false
1257627,114861.1,25.0,2188219,2188219,1758637960530,true
1257628,114861.1,1.0,2188220,2188220,1758637964494,true
1257629,114835.7,1.0,2188221,2188221,1758637966783,true
1257630,114835.6,1.0,2188222,2188222,1758637966783,true
1257631,114834.8,24.0,2188223,2188223,1758637966787,true
1257632,114819.6,25.0,2188224,2188225,1758637968252,true
1257633,114818.5,3.0,2188226,2188226,1758637968252,true
1257634,114798.7,1.0,2188227,2188227,1758637980625,false
1257635,114804.2,20.0,2188228,2188228,1758637980903,false
1257636,114810.5,1.0,2188229,2188229,1758637981371,false
1257637,114810.7,20.0,2188230,2188230,1758637981371,false
1257638,114841.7,11.0,2188231,2188231,1758637981898,true
1257639,114861.1,14.0,2188232,2188232,1758637991067,true
1257640,114835.4,5.0,2188233,2188233,1758638000259,true
1257641,114821.9,18.0,2188234,2188234,1758638013364,true
1257642,114821.9,121.0,2188235,2188235,1758638015115,true
1257643,114818.5,2.0,2188236,2188236,1758638021195,true
1257644,114776.6,19.0,2188237,2188237,1758638043959,false
1257645,114794.1,1.0,2188238,2188238,1758638059715,true
1257646,114766.6,64.0,2188239,2188240,1758638070607,true
1257647,114750.0,21.0,2188241,2188242,1758638071649,true
1257648,114742.4,5.0,2188243,2188243,1758638071649,true
1257649,114741.3,186.0,2188244,2188244,1758638071654,true
1257650,114736.5,25.0,2188245,2188245,1758638071654,true
1257651,114724.9,24.0,2188246,2188246,1758638071655,true
1257652,114723.5,1.0,2188247,2188247,1758638071658,true
1257653,114700.0,2.0,2188248,2188249,1758638076038,true
1257654,114683.4,1813.0,2188250,2188257,1758638077646,true
1257655,114673.7,5.0,2188258,2188259,1758638077728,true
1257656,114650.0,1.0,2188260,2188260,1758638079570,true
1257657,114640.7,1.0,2188261,2188261,1758638080871,false
1257658,114640.6,1.0,2188262,2188262,1758638124709,true
1257659,114621.2,9.0,2188263,2188263,1758638135393,true
